symbol,date,price
Real,Nov 07,40.30359497
Real,Dec 07,45.2316824
Real,Jan 08,49.17743158
Real,Feb 08,40.24596997
Real,Mar 08,42.14583718
Real,Apr 08,39.91604976
Real,May 08,40.96553059
Real,Jun 08,41.93856902
Real,Jul 08,31.69955682
Real,Aug 08,27.13613882
Real,Sep 08,27.72057353
Real,Oct 08,33.12738929
Real,Nov 08,37.30950577
Real,Dec 08,42.75589549
Real,Jan 09,47.12772979
Real,Feb 09,48.19299124
Real,Mar 09,45.65167644
Real,Apr 09,40.12646518
Real,May 09,40.94430475
Real,Jun 09,37.97722979
Real,Jul 09,31.85732947
Real,Aug 09,27.32973241
Real,Sep 09,28.10960388
Real,Oct 09,30.7459782
Real,Nov 09,41.08945993
Real,Dec 09,41.99675378
Real,Jan 10,49.2617286
Real,Feb 10,47.37619566
Real,Mar 10,47.77665571
Real,Apr 10,39.20436173
Real,May 10,35.39844455
Real,Jun 10,39.20098597
Real,Jul 10,32.19936521
Real,Aug 10,29.54928967
Real,Sep 10,29.08181944
Real,Oct 10,31.292146
Real,Nov 10,36.38369204
Real,Dec 10,43.82402129
Real,Jan 11,50.66263451
Real,Feb 11,48.25905303
Real,Mar 11,50.54781481
Real,Apr 11,41.76307077
Real,May 11,38.4549597
Real,Jun 11,40.41372872
Real,Jul 11,28.00942371
Real,Aug 11,28.3625778
Real,Sep 11,29.5122498
Real,Oct 11,27.53802015
Real,Nov 11,40.01386811
Real,Dec 11,42.07877776
Real,Jan 12,54.80155906
Real,Feb 12,46.79202495
Real,Mar 12,43.47712431
Real,Apr 12,36.7806632
Real,May 12,36.67546799
Real,Jun 12,39.85864016
Real,Jul 12,31.51381436
Real,Aug 12,29.05536007
Real,Sep 12,29.32275437
Real,Oct 12,31.32122189
Real,Nov 12,37.16815569
Real,Dec 12,46.51593082
Real,Jan 13,49.24100848
Real,Feb 13,44.63676942
Real,Mar 13,41.58703339
Real,Apr 13,43.18141443
Real,May 13,36.93345836
Real,Jun 13,37.54899137
Real,Jul 13,32.97079799
Real,Aug 13,30.28645848
Real,Sep 13,30.35058799
Real,Oct 13,31.46559369
Real,Nov 13,36.55057373
Real,Dec 13,42.13137939
