 symbol,date,price
Real,Mar 06,47.77665571
Real,Apr 06,39.20436173
Real,May 06,35.39844455
Real,Jun 06,39.20098597
Real,Jul 06,32.19936521
Real,Aug 06,29.54928967
Real,Sep 06,29.08181944
Real,Oct 06,31.292146
Real,Nov 06,36.38369204
Real,Dec 06,43.82402129
Real,Jan 07,50.66263451
Real,Feb 07,48.25905303
Real,Mar 07,50.54781481
Real,Apr 07,41.76307077
Real,May 07,38.4549597
Real,Jun 07,40.41372872
Real,Jul 07,28.00942371
Real,Aug 07,28.3625778
Real,Sep 07,29.5122498
Real,Oct 07,27.53802015
Real,Nov 07,40.01386811
Real,Dec 07,42.07877776
Real,Jan 08,54.80155906
Real,Feb 08,46.79202495
Real,Mar 08,43.47712431
Real,Apr 08,36.7806632
Real,May 08,36.67546799
Real,Jun 08,39.85864016
Real,Jul 08,31.51381436
Real,Aug 08,29.05536007
Real,Sep 08,29.32275437
Real,Oct 08,31.32122189
Real,Nov 08,37.16815569
Real,Dec 08,46.51593082
Real,Jan 09,49.24100848
Real,Feb 09,44.63676942
Real,Mar 09,41.58703339
Real,Apr 09,43.18141443
Real,May 09,36.93345836
Real,Jun 09,37.54899137
Real,Jul 09,32.97079799
Real,Aug 09,30.28645848
Real,Sep 09,30.35058799
Real,Oct 09,31.46559369
Real,Nov 09,36.55057373
Real,Dec 09,42.13137939
Real,Jan 10,50.13393509
Real,Feb 10,45.69310614
Real,Mar 10,48.14637913
Real,Apr 10,43.92167537
Real,May 10,34.80608909
Real,Jun 10,36.21605635
Real,Jul 10,30.88496741
Real,Aug 10,27.44017061
Real,Sep 10,29.74773481
Real,Oct 10,30.73806247
Real,Nov 10,36.08290175
Real,Dec 10,40.54017264
Real,Jan 11,48.29745567
Real,Feb 11,44.72926446
Real,Mar 11,34.51537311
Real,Apr 11,32.85617775
Real,May 11,36.54644253
Real,Jun 11,38.27020185
Real,Jul 11,29.80086365
Real,Aug 11,28.20706367
Real,Sep 11,29.386778
Real,Oct 11,30.29086246
Real,Nov 11,39.9212168
Real,Dec 11,47.4737935
Real,Jan 12,42.67376366
Real,Feb 12,41.69393193
Real,Mar 12,41.48729323
Real,Apr 12,34.36406432
Real,May 12,35.69719869
Real,Jun 12,36.08143095
Real,Jul 12,31.46453141
Real,Aug 12,28.02532989
Real,Sep 12,27.06349109
Real,Oct 12,32.0117055
Real,Nov 12,41.47823743
Real,Dec 12,39.02687097
Real,Jan 13,41.85455519
Real,Feb 13,42.6345429
Real,Mar 13,33.83223736
Real,Apr 13,31.39751019
Real,May 13,35.5060414
Real,Jun 13,37.92480526
Real,Jul 13,29.96002977
Real,Aug 13,28.61347599
Real,Sep 13,31.3218698
Real,Oct 13,31.02113651
Real,Nov 13,35.74401479
Real,Dec 13,41.77157185
