 symbol,date,price
Real,Apr 06,46.95449981
Real,May 06,45.25825475
Real,Jun 06,45.39953351
Real,Jul 06,38.92649364
Real,Aug 06,34.66622377
Real,Sep 06,34.02439127
Real,Oct 06,36.33908692
Real,Nov 06,41.33935325
Real,Dec 06,49.77559748
Real,Jan 07,57.73924358
Real,Feb 07,56.19409565
Real,Mar 07,46.39783218
Real,Apr 07,41.06289362
Real,May 07,42.17391915
Real,Jun 07,43.83222378
Real,Jul 07,34.41496648
Real,Aug 07,32.43404274
Real,Sep 07,36.18869638
Real,Oct 07,34.38258949
Real,Nov 07,41.73935653
Real,Dec 07,49.40920708
Real,Jan 08,54.43944671
Real,Feb 08,49.84373352
Real,Mar 08,46.16078755
Real,Apr 08,40.25272602
Real,May 08,44.84719558
Real,Jun 08,49.22480789
Real,Jul 08,38.80419432
Real,Aug 08,33.3091478
Real,Sep 08,37.35227782
Real,Oct 08,35.45024022
Real,Nov 08,45.66863427
Real,Dec 08,45.74684612
Real,Jan 09,55.98056978
Real,Feb 09,53.63885258
Real,Mar 09,47.41181593
Real,Apr 09,41.10349047
Real,May 09,43.62182915
Real,Jun 09,44.38560872
Real,Jul 09,34.27389669
Real,Aug 09,35.20199038
Real,Sep 09,36.39795705
Real,Oct 09,35.33723377
Real,Nov 09,49.35645732
Real,Dec 09,49.78892728
Real,Jan 10,60.86510945
Real,Feb 10,57.33775795
Real,Mar 10,48.59988942
Real,Apr 10,47.77979314
Real,May 10,43.92799311
Real,Jun 10,47.0377954
Real,Jul 10,37.92549011
Real,Aug 10,32.63460782
Real,Sep 10,36.09955967
Real,Oct 10,35.44279827
Real,Nov 10,44.02380337
Real,Dec 10,49.83942915
Real,Jan 11,57.726463
Real,Feb 11,53.96665541
Real,Mar 11,52.35002431
Real,Apr 11,46.31162832
Real,May 11,46.87764061
Real,Jun 11,43.3806171
Real,Jul 11,33.23689573
Real,Aug 11,34.1876617
Real,Sep 11,35.28211315
Real,Oct 11,35.76485109
Real,Nov 11,47.21657246
Real,Dec 11,47.4848377
Real,Jan 12,61.65566091
Real,Feb 12,53.38669451
Real,Mar 12,50.09188129
Real,Apr 12,43.96193646
Real,May 12,44.31074339
Real,Jun 12,43.16823788
Real,Jul 12,37.45391652
Real,Aug 12,33.57207994
Real,Sep 12,35.70842748
Real,Oct 12,36.02249227
Real,Nov 12,44.05683388
Real,Dec 12,46.2711107
Real,Jan 13,57.3583353
Real,Feb 13,51.23759749
Real,Mar 13,54.36951581
Real,Apr 13,48.98309716
Real,May 13,48.85590035
Real,Jun 13,48.13430205
Real,Jul 13,33.61359878
Real,Aug 13,33.64920237
Real,Sep 13,35.49527032
Real,Oct 13,35.89367168
Real,Nov 13,45.63670317
Real,Dec 13,46.8779742
