symbol,date,price
Real,Jan 07,51.01371529
Real,Feb 07,47.75156543
Real,Mar 07,44.08706988
Real,Apr 07,44.60086004
Real,May 07,36.92785167
Real,Jun 07,36.09858721
Real,Jul 07,32.05144124
Real,Aug 07,28.2981064
Real,Sep 07,30.81462784
Real,Oct 07,31.3038111
Real,Nov 07,39.0760275
Real,Dec 07,41.17631415
Real,Jan 08,52.54768069
Real,Feb 08,46.09520117
Real,Mar 08,40.42313367
Real,Apr 08,33.72429977
Real,May 08,36.95534618
Real,Jun 08,37.87082503
Real,Jul 08,32.80632371
Real,Aug 08,29.62572815
Real,Sep 08,31.05653047
Real,Oct 08,31.19367035
Real,Nov 08,39.76532653
Real,Dec 08,42.13936261
Real,Jan 09,51.87440731
Real,Feb 09,49.46539219
Real,Mar 09,39.05988703
Real,Apr 09,33.50336079
Real,May 09,39.98438435
Real,Jun 09,42.43852843
Real,Jul 09,30.68066678
Real,Aug 09,27.98522531
Real,Sep 09,30.99469256
Real,Oct 09,29.17824958
Real,Nov 09,40.97583654
Real,Dec 09,45.27524903
Real,Jan 10,49.95608286
Real,Feb 10,48.72673183
Real,Mar 10,46.4751834
Real,Apr 10,36.56285396
Real,May 10,35.66514797
Real,Jun 10,39.42466527
Real,Jul 10,32.98267573
Real,Aug 10,29.25971156
Real,Sep 10,31.29605887
Real,Oct 10,29.56099109
Real,Nov 10,41.07848581
Real,Dec 10,42.059036
Real,Jan 11,49.40834543
Real,Feb 11,47.73268293
Real,Mar 11,41.53370573
Real,Apr 11,39.44250151
Real,May 11,33.65720315
Real,Jun 11,40.03880753
Real,Jul 11,33.61073517
Real,Aug 11,29.04903097
Real,Sep 11,28.34310103
Real,Oct 11,32.8005475
Real,Nov 11,40.30359497
Real,Dec 11,45.2316824
Real,Jan 12,49.17743158
Real,Feb 12,40.24596997
Real,Mar 12,42.14583718
Real,Apr 12,39.91604976
Real,May 12,40.96553059
Real,Jun 12,41.93856902
Real,Jul 12,31.69955682
Real,Aug 12,27.13613882
Real,Sep 12,27.72057353
Real,Oct 12,33.12738929
Real,Nov 12,37.30950577
Real,Dec 12,42.75589549
Real,Jan 13,47.12772979
Real,Feb 13,48.19299124
Real,Mar 13,45.65167644
Real,Apr 13,40.12646518
Real,May 13,40.94430475
Real,Jun 13,37.97722979
Real,Jul 13,31.85732947
Real,Aug 13,27.32973241
Real,Sep 13,28.10960388
Real,Oct 13,30.7459782
Real,Nov 13,41.08945993
Real,Dec 13,41.99675378
