symbol,date,price
Prediction,Jun 12,30.52939283
Prediction,Jul 12,40.18167027
Prediction,Aug 12,43.92768522
Prediction,Sep 12,49.54414629
Prediction,Oct 12,46.99373485
Prediction,Nov 12,42.77430153
Prediction,Dec 12,44.20449241
Prediction,Jan 13,32.01288717
Prediction,Feb 13,39.47096889
Prediction,Mar 13,34.13663099
Prediction,Apr 13,31.11218391
Prediction,May 13,29.71405389
Prediction,Jun 13,32.12200193
Prediction,Jul 13,39.45894159
Prediction,Aug 13,43.75383867
Prediction,Sep 13,48.74376673
Prediction,Oct 13,45.34060603
Prediction,Nov 13,44.28937733
Prediction,Dec 13,40.76181068
Real,Sep 05,51.57273169
Real,Oct 05,45.3371932
Real,Nov 05,45.26660541
Real,Dec 05,40.27618124
Real,Jan 06,40.37221229
Real,Feb 06,39.56443397
Real,Mar 06,30.79592329
Real,Apr 06,29.12922233
Real,May 06,30.85493571
Real,Jun 06,31.16367104
Real,Jul 06,38.86719939
Real,Aug 06,40.36460346
Real,Sep 06,50.64164447
Real,Oct 06,44.87155551
Real,Nov 06,46.19342622
Real,Dec 06,41.36409939
Real,Jan 07,41.3569963
Real,Feb 07,40.64041454
Real,Mar 07,29.96385445
Real,Apr 07,29.14593219
Real,May 07,30.23004049
Real,Jun 07,28.81953314
Real,Jul 07,39.68659059
Real,Aug 07,44.97192708
Real,Sep 07,53.33394845
Real,Oct 07,47.76744403
Real,Nov 07,39.28306442
Real,Dec 07,40.02222742
Real,Jan 08,38.19268164
Real,Feb 08,39.0003651
Real,Mar 08,31.45694041
Real,Apr 08,29.70827776
Real,May 08,30.27362297
Real,Jun 08,30.14045481
Real,Jul 08,43.73710807
Real,Aug 08,45.43961247
Real,Sep 08,47.09945767
Real,Oct 08,42.08378071
Real,Nov 08,45.74497741
Real,Dec 08,44.28845965
Real,Jan 09,42.24861789
Real,Feb 09,38.10638253
Real,Mar 09,31.22110231
Real,Apr 09,28.89180038
Real,May 09,29.88171521
Real,Jun 09,32.54650725
Real,Jul 09,39.12825567
Real,Aug 09,44.07255554
Real,Sep 09,51.63578219
Real,Oct 09,50.86327409
Real,Nov 09,46.8037576
Real,Dec 09,45.03959392
Real,Jan 10,38.32486569
Real,Feb 10,38.95599853
Real,Mar 10,31.2543309
Real,Apr 10,29.15421293
Real,May 10,29.22881645
Real,Jun 10,29.00018721
Real,Jul 10,41.81783685
Real,Aug 10,45.28624851
Real,Sep 10,51.0008295
Real,Oct 10,45.92338567
Real,Nov 10,49.71883939
Real,Dec 10,42.59810724
Real,Jan 11,38.72195341
Real,Feb 11,36.41239894
Real,Mar 11,31.14019802
Real,Apr 11,30.07846161
Real,May 11,29.17771955
Real,Jun 11,32.42802295
Real,Jul 11,39.90167133
Real,Aug 11,44.4312312
Real,Sep 11,49.23016722
Real,Oct 11,48.33232549
Real,Nov 11,42.41658975
Real,Dec 11,40.15063175
Real,Jan 12,37.83371042
Real,Feb 12,41.77858768
Real,Mar 12,33.37825283
Real,Apr 12,27.45403926
Real,May 12,28.26235432
Real,Jun 12,29.62764445
Real,Jul 12,41.4671102
Real,Aug 12,42.75509725
Real,Sep 12,47.90586324
Real,Oct 12,46.4239028
Real,Nov 12,40.79335997
Real,Dec 12,45.70072842
Real,Jan 13,29.76722337
Real,Feb 13,38.76760681
Real,Mar 13,33.396351
Real,Apr 13,29.13970649
Real,May 13,28.44624486
Real,Jun 13,29.34432486
Real,Jul 13,37.40892465
Real,Aug 13,41.32663642
Real,Sep 13,48.07789515
Real,Oct 13,44.81945687
Real,Nov 13,44.33263487
Real,Dec 13,39.82669451
