94832,44818	1107002	480046	286568	808355	794930	1082690	980682	78247	551711	136913	904882	386593	208361	1113493	1097065	1036205	577795	202995	805074	758412	462426	586131	930686	568976	174580	263991	772079	886165	183966	1103717	681891	854678	222232	612047	449204	1061007	247426	264675	472338	908177	786887	957504	474259	756691	514888	463581	578948	873804	752508	752357	825311	480050	198352	622968	278925	798665	520622	11744	812526	343068	702683	624095	
95050,213361	775893	616808	938916	28551	730560	560767	311168	152625	1095352	1053870	635160	27419	809372	599565	
96039,440160	
96345,54495	900368	750196	520654	788690	664225	1032341	875779	1097431	866770	900350	874636	444228	67220	817727	1004194	820409	1055622	550	1075531	954729	300494	23424	861113	332002	1059709	600486	520634	1077634	956432	622804	511997	1102892	388753	534768	820392	219837	16395	1037772	381854	76821	408622	347139	
98394,900368	
98589,1036046	
99851,473680	523969	520678	998128	
101953,295554	654538	88081	28013	1060461	678611	10929	811833	925537	361268	586012	764395	957	552885	280275	855139	972080	
102197,226713	
102668,472613	156065	472614	
102753,272504	
105251,261007	1088052	560903	860593	
106055,942383	
107359,863657	600548	1014185	174168	385821	953838	949959	300560	327246	313514	198972	358497	300527	
108786,802249	1036481	679359	663420	61815	682195	225531	519704	450130	550057	1027173	465973	1043904	765768	1025847	899195	768483	779972	749943	211750	280104	491325	266928	61035	459960	150200	503342	27228	264388	661315	465971	450129	223787	765767	934511	1088415	1008716	581195	734242	1053502	1008708	925564	81981	376652	482485	881332	582349	476885	635223	1002687	749963	327165	629200	86683	
109209,872893	920093	905720	512872	896234	657987	653144	597875	918936	284246	773088	895969	17331	
110059,847177	951939	276855	731390	750925	
110599,267894	514991	960055	300053	335325	130871	862101	900019	697582	
112666,959769	925494	582758	920628	193651	
112976,780101	999242	875450	758707	42245	542385	535614	719097	153345	449315	480392	
113005,755708	601387	869098	1013342	344581	784685	900542	778350	624607	1032353	214948	1045358	600802	
113547,484563	482786	
113888,315300	878773	917952	326482	616645	13619	525155	
114116,1053373	617448	276186	900299	822483	634432	141828	582633	
114667,201389	6947	380601	876619	840654	786819	177142	330222	841890	208115	822655	55200	180077	1092662	203595	1436	755	576896	564977	626756	883290	558929	78715	790452	552449	311285	1114487	806280	280138	823793	73720	508670	476248	823712	12011	279535	1099170	1027476	309018	1093758	574928	200990	911019	1097663	186932	522407	265498	33725	585980	355033	868945	316444	608469	275060	254201	561571	576898	920488	655211	
114796,57349	
114856,469817	1036481	200288	159668	575029	176410	1049974	1061020	749969	1080829	278511	564309	678436	768483	773586	582368	
115033,1004943	38240	295999	
115079,784969	1097381	1016925	958782	552890	209083	1009889	747113	916652	462496	855359	698700	852607	279889	51375	1046878	1091327	543877	979345	571341	78480	315238	478254	45	265540	498206	345745	108874	281565	878729	792120	175256	561210	579088	17584	678706	878969	252739	430331	
115295,766826	838885	307376	962170	1089297	334300	171547	
115334,885694	42163	79224	277575	752402	632479	152853	457048	1048487	1101764	480356	53722	884826	197568	161738	627918	519881	444900	867414	
115418,1103608	
115785,1051784	370061	1106613	1006107	200207	11804	509576	811051	900522	222138	302186	182131	649892	629027	
115905,6418	1073789	240705	219966	468948	1074111	977298	861616	398478	1009698	1009697	563932	701117	691745	567804	1069085	918343	386420	483256	325164	778607	917760	760832	540929	213047	147459	625169	193333	460930	872325	
116469,512694	878393	296267	
116544,632083	32273	586453	267869	187432	283746	300494	
117596,1099204	
118253,922836	
119546,274177	633832	1898	901401	674281	850793	901406	465726	301936	281232	301956	452877	224355	613657	542406	901411	901397	865881	1904	1894	770356	251025	899971	871255	240366	326320	36136	400012	568202	994944	669236	276183	147341	67254	251783	243911	597736	1006612	386582	
120351,333606	287339	494029	564283	1099475	980488	116919	287340	15507	322979	1028014	731354	264634	12725	780042	174099	616001	564810	1104506	
120647,775690	192159	333411	210904	491911	265336	
120989,772937	154078	1043821	101379	1080404	853916	779979	606850	315539	297650	1045723	59635	764574	1062963	17041	623865	83797	473283	612780	476452	587116	370914	486709	1107145	286821	653628	1060833	981373	883514	1030393	521246	316826	503612	873398	299689	1099257	
121050,189154	630942	808298	1049974	202283	951879	485183	
121055,752787	
121262,739254	908323	634674	
121318,695608	822483	283060	804215	25460	1099803	611419	778404	876018	58229	250117	
122074,146670	975289	417740	639879	326709	746450	667284	525497	613706	53709	241548	1001594	262492	623200	916828	929404	381204	323745	57940	25506	140201	261558	174196	1089675	57939	240677	240679	768083	528933	95511	910509	813321	830751	759868	550703	
123242,1046689	318558	158313	200033	920807	822548	580747	274791	1037089	263073	606029	1034041	666830	584778	565265	665150	601742	770360	500837	338476	607129	277168	873745	1047686	311877	1106677	843503	544785	165233	453264	1105787	
123387,935058	1034651	157735	703137	1091572	583551	1008014	148571	85014	
126543,551875	1113048	5748	1077528	515907	106562	
127477,191401	597083	950216	214207	951944	784659	787885	44581	912828	507804	
128045,260345	743021	744231	1043894	197179	464796	444450	381691	444456	284863	756878	622821	1011645	682450	928896	495090	503350	846685	1037782	144537	780222	287921	444457	946348	14065	438679	444454	444449	282296	546448	744232	864688	776610	454107	843311	
129188,627600	784681	566017	292974	430229	1031305	1037543	20022	718127	751315	764803	327979	1028483	861877	6035	718350	192313	186678	986413	697471	273121	718134	281516	234193	118331	481650	418773	622760	709548	985811	779800	157030	925017	884847	110560	454143	966546	1039269	450724	828775	1104277	208701	142785	328367	334782	117996	566459	479146	33060	761263	641738	734019	851145	118810	118809	509051	418286	717532	118622	986690	607340	1093202	365064	696334	683869	1016046	251158	157818	1017671	718146	105464	718337	1002994	
129816,1105164	
130017,879960	42416	598048	
131396,502596	
131661,603771	859330	908618	1078451	99424	41162	568728	642707	491191	836101	1001349	639471	
132630,103508	655856	1036607	334330	326828	
133256,182035	959921	985474	524144	1095733	481	300560	281070	
133684,776520	
134369,980534	455217	328126	
134579,970223	
136324,301996	134662	
136630,1054430	180256	601021	812531	306734	1053255	
139083,899877	191727	221248	244206	1053266	
139123,959921	300543	299933	
139669,1026406	
140158,465993	488118	449864	
140635,548013	896932	1060486	69851	97865	
140878,176196	331296	212673	631334	202444	636398	631311	480479	200446	313860	455054	141848	180165	879738	510970	1017924	396876	283111	67992	194646	27726	233690	959553	142051	922824	612750	694418	271156	441760	381439	788062	31443	778941	625404	922779	81576	28142	874239	926428	575598	95059	809501	644606	977727	324160	271601	810658	615184	633612	880906	928287	466001	240851	331319	926514	636505	261731	603015	42244	580496	484560	636454	638244	311194	578716	741470	871163	636480	926441	480586	681819	271399	1030667	394365	32200	381426	529394	797514	959862	631259	1098239	911380	581634	441758	81135	741468	331259	478163	1100794	794246	239913	599730	768430	528725	409235	685920	803194	718018	528786	1041262	822445	430387	681377	1004903	681355	31440	31482	85757	336244	974070	922816	631265	380876	1495	711288	875998	611641	944796	229308	631301	31501	271142	180357	673084	1038468	529397	522604	407296	542396	214688	331245	142784	926481	801566	636367	509597	964307	631316	582472	790763	191629	271377	681368	565982	141844	553286	31477	441759	336233	968795	1098382	1080951	
142215,1030168	568552	775298	553828	
143257,2546	496830	214464	489623	617324	
143765,929770	509728	780209	
143834,180253	1090608	788021	460286	1034301	286536	70590	954013	1070472	481887	201226	233708	1060191	
143852,246306	482430	212938	17474	130364	530713	659216	563184	1031993	10312	866137	1094348	1036760	180401	811624	514116	
144084,328369	315440	617556	764691	346194	542894	39433	381419	919103	809348	1095726	98445	179834	805074	681358	661290	635943	747854	38916	23006	200296	
144949,1047826	879062	90820	1107091	203931	1047122	813677	454179	559305	865402	
145318,923937	497553	884275	512475	927763	203077	638232	13649	332159	
146406,88376	161767	262745	180239	814293	242014	1025879	
147301,882813	627716	883413	1085881	744576	25827	899137	860399	452778	95129	797189	326572	630789	616098	873003	573297	197040	327070	180078	792913	1089712	579524	927713	261294	812591	910044	686760	706279	669234	46662	811124	16116	33178	919481	878982	848187	841082	263241	316120	522514	132832	515420	1051963	1051200	522781	1042932	1098206	919831	508443	28050	316400	662404	462473	472614	910345	602298	208360	284009	202192	508438	773119	578948	809869	526612	311551	874378	
147653,222111	39361	817335	496109	217628	261559	1057545	
147915,1038512	176516	659710	916367	868946	16581	
147918,598793	759626	688314	555087	826396	46534	196821	259421	283664	751906	276008	756875	303721	619806	
148166,329020	696130	
148542,821758	815059	521375	
148894,271186	1028741	874636	949959	300527	558	367524	262656	
149161,827163	
149467,302991	240855	540559	240320	240548	
149713,111228	212094	1012976	683926	900568	23890	961415	23891	
149988,1054539	253987	158570	201218	179808	176563	476806	
150720,638921	537880	
152189,508688	583939	880958	54502	820392	1113498	544	520654	960769	520644	820820	820409	220675	600528	1004194	54506	520678	220315	220386	520686	972649	
152367,130364	187358	65413	696406	563184	277324	919384	
152473,663593	1082225	1082216	774612	509058	418283	180044	986251	856498	174652	845195	521126	174651	1030668	417793	339772	100533	829135	1030396	417798	780035	467072	345239	884424	7155	693216	284274	467123	117682	766940	118088	418722	480641	820597	751338	307381	238166	852421	804720	
152503,110494	
153011,802249	784763	768483	500694	824974	775048	473162	75639	582368	638922	899195	280104	785215	601995	542371	375863	164753	200288	162603	152025	707528	778869	819004	1049974	741492	1061257	782153	334037	
154243,268135	624686	651875	842685	
154624,264344	274232	821497	759356	1075666	634222	896372	675939	895978	223418	1016899	406559	871041	34313	849560	804045	681181	81279	555272	1073667	883709	223439	1100898	812414	242909	852056	447265	296617	1053173	564796	480025	1082097	764289	342663	223145	925776	230450	14249	260409	562733	1009423	796192	1061300	223086	1052077	
155609,278834	573449	580008	68384	
155984,1097995	625433	199455	611941	885704	189243	461883	351419	919673	105490	409583	854479	444444	195775	701090	788660	359326	824022	1106078	1024882	27985	173194	448909	701091	879258	499427	732362	627794	662314	446023	654933	854123	627851	959911	1077529	600788	80621	317041	939756	284344	
157612,599910	490271	336335	237899	778596	770884	600529	57939	999245	140201	354575	613706	717242	336401	184537	942475	339057	490270	1006170	1097400	64602	928418	372456	85047	143895	358115	271146	470774	159740	191653	170504	176321	703622	184539	385789	160552	736474	1052897	47343	263474	323697	200300	945804	545449	336292	61473	39075	476537	760299	661845	571452	98970	684141	855074	
158000,382308	
158027,409312	942948	
158033,160757	
158317,1082881	797234	809501	26815	577100	757852	1043445	1038468	934318	214688	801566	964307	873425	802165	
158322,900365	860852	832437	790698	819723	455357	667899	191343	600484	220647	560409	820377	600498	580957	820371	191344	465	799140	878547	1059676	900339	16395	103704	1045246	453254	520623	488119	583760	374804	812470	39807	
158521,1053246	402008	809860	1005220	212103	812527	557883	1061408	279237	335840	189831	1114418	546162	162700	298938	766658	551465	175668	812529	
158773,90677	701183	152978	823010	1107294	702760	966461	143281	485254	496244	560006	784548	751905	26582	898320	109063	898318	859233	598793	298652	353715	34974	71687	2527	749031	390957	242783	664092	351239	1075029	499740	143286	641753	1003805	1015983	865982	779460	666628	143272	443171	610932	708762	152103	178880	449187	152102	664574	1089168	916294	450027	751906	143297	973943	742984	298653	627623	1001528	521248	385237	750925	585393	815489	560618	373102	1064453	598794	139821	1001349	460355	800370	260101	954945	973945	860385	
159491,946649	910580	98665	10312	246599	180401	
159923,812531	23890	
160767,1031993	
161055,11160	109363	880946	430280	463683	1034800	1051929	584012	384304	896250	23006	595957	908898	
163011,631311	802063	27315	622951	59074	801566	802165	
163243,559987	917768	854576	885314	477387	673082	
164195,896326	263338	648144	936457	
164525,327564	1090190	311717	1018932	908556	983694	751662	834210	151840	451679	822711	13902	579534	317276	315129	263079	871995	883928	1095569	1014320	942869	17303	681768	157897	345745	757631	757629	627635	580327	
164783,474652	
165412,159738	639879	222157	926098	717907	798871	279889	632493	342096	791782	498722	186284	130751	490550	517953	39074	760794	
165418,1112175	497555	1042149	586603	
166161,581446	678336	637025	24960	211527	367794	
167086,615390	1103938	444645	802973	511569	797189	879956	841789	485226	686681	525155	583185	1051194	77564	
167403,823672	
167520,154401	456798	480611	451377	1050736	623096	757063	451672	1078744	522793	401438	201752	878813	450027	81144	498862	262632	552358	815489	502459	373102	1010073	860385	
168134,583371	
168266,768043	300549	221989	
168560,567275	278491	972649	1004194	1082383	27801	83736	1092766	476578	1033909	1093377	820337	820820	263668	90127	820371	523969	820832	461570	820356	388753	458831	365183	520659	165146	476581	
168643,596298	206082	330862	861573	
169388,544948	
169433,11040	
169787,202220	267160	577062	265539	409518	260028	1009747	1055589	829480	1014221	574382	1044031	642093	353284	
169900,463623	1113252	696019	750452	584647	173212	971630	929051	
170567,307349	111237	611368	886474	1014106	601192	866957	368997	280928	466346	323155	852673	718596	778630	953416	27854	5512	15886	195625	235117	791716	177207	306918	742996	780101	610701	222519	312174	
171758,336403	11186	1050736	206701	775298	152528	568552	196367	177864	155236	81144	278519	198558	138900	553828	188716	502459	486309	
172433,221516	1060823	
172449,563089	881332	1080829	272518	281722	178879	1014783	1085349	835255	808088	301784	922390	219966	778889	765746	822093	299630	109066	57488	109065	814563	630935	925564	256818	1014678	938000	539123	942711	810680	173510	256495	165942	25989	192620	462575	586598	281465	238034	1085432	251017	766288	686329	872102	838977	254368	1085426	971724	1102919	1014781	403868	325178	118842	630942	63585	1070392	861151	877681	98051	256814	708763	238029	418657	
172944,819751	1103935	25457	559313	510093	163310	912388	795320	493115	672702	468328	329490	315428	8269	663750	
173262,879738	605575	631334	
173987,300036	554860	497067	117881	1027850	14401	709618	60	996476	154147	248082	1051237	571364	1113088	555268	1025448	1088291	549953	635381	446705	35560	564533	796970	18	812337	488127	788160	300018	792119	508313	515602	1078274	263414	646921	491965	199459	626450	381969	482040	179838	813321	464549	900023	196602	
174104,1027627	194649	182031	72611	478898	77625	842303	
174157,779831	
174485,277884	1009414	517619	562306	140588	842578	780209	1030345	167007	496109	954861	217628	1057576	261559	817379	708444	1074690	554343	
174868,733590	650533	
175009,15971	627716	766864	430748	25827	153350	522699	895462	841789	1089537	157934	1075583	1020905	33178	27663	630792	132832	932180	325719	919831	508443	386531	1061085	30993	261294	809869	
175329,607181	
176248,180083	623779	577188	756600	569974	729964	202370	1014706	1009925	517886	887699	57265	13650	158393	1046301	
176358,457035	458624	1103260	1103261	
177086,565029	65413	343294	912669	180401	
179537,246487	246611	522836	1031993	919384	246613	10312	246235	
179732,928896	281344	1100272	180293	675598	1038978	284760	195330	845110	885517	742970	811858	246426	843742	97842	843740	108180	789611	411288	482430	463408	565911	745001	954081	24380	489470	514116	
180243,1028933	546469	810885	628696	
180813,108948	60901	553953	596828	566106	900542	508065	566157	497414	264265	344549	
180879,825519	797235	540775	
181401,1061144	741954	639588	43899	132027	27303	
182264,75571	515189	326110	638474	164838	28923	912869	
183303,1043567	824372	401363	242911	1050701	1029156	843123	930674	336315	138899	843371	158628	540202	198611	582555	562990	798539	338769	170450	932817	16293	333443	1023140	11710	398606	10765	1039512	798529	610938	498610	36431	338223	401362	923363	1043566	16703	485913	896369	498613	636411	919659	328086	325898	770545	998057	798763	223308	626900	336165	459546	14397	576053	1010130	664033	622844	254600	1091035	283212	161502	498627	60902	896234	918936	798553	180239	336341	798522	1000688	686387	15752	16035	814293	543207	144811	513268	567091	1103989	372747	377387	874405	543622	338225	903833	611690	614541	105510	823303	1008529	6469	365727	798970	498654	543658	1044037	611064	798523	657987	302221	180305	372615	470081	378669	1043584	843148	235030	106553	11464	668709	198602	1043570	460789	166202	498650	872893	198604	1044036	885212	769840	802037	240451	242910	459548	896236	470080	379186	338226	920093	168342	255390	8778	758312	574973	1093110	670730	1082721	562446	265082	1008998	749680	1043592	1056999	773088	327447	597875	920106	315633	798563	
184313,274440	574349	682253	818356	382375	286610	960238	
184577,661855	
184796,909339	611279	876100	1047987	222338	510906	204402	267867	862800	811339	362338	31132	267646	
184821,44023	823010	771713	898318	34974	863899	1100256	1009436	879946	664092	246426	324294	623096	877357	293515	681892	596261	57825	497369	1037874	551494	823021	32705	692449	263766	1047687	396010	908673	198216	251897	562306	179813	396649	480608	978236	707049	916819	946999	543772	95737	198638	881332	362342	960116	802200	881013	823293	656945	54830	829297	1008888	109066	876262	522918	757063	1061193	152102	639023	639021	796032	898787	973945	
184870,634887	107777	346863	1008162	489491	1072008	133654	811151	160905	26853	681128	61575	959390	923885	149354	107774	28033	314425	577407	889499	821582	13605	184919	900553	300767	691589	1027736	879467	860923	217375	109062	1054390	1024106	255602	473971	194859	616975	600792	900935	624096	1046713	1099856	555558	
185596,1074772	874755	
185605,444798	1089119	62083	
185710,491191	
185849,918842	396410	6436	576384	1037032	608432	1034091	1012478	482690	738996	630294	363227	770698	611020	1094475	1030558	897357	461834	379039	330256	922096	633603	198066	292134	25871	
186058,394534	195570	959911	876092	
186466,564309	467128	85291	138036	214093	19821	37176	614280	575029	1000043	1025947	709815	542371	474308	200288	434525	364544	1091065	519611	1091034	1077871	741492	1008711	
186555,802883	601372	753788	781290	880014	825343	1011644	753880	491034	
187355,858157	523898	281232	271189	460586	614333	361489	1103206	586673	657508	489623	153295	1081372	912427	152847	923517	374314	339055	1121	796617	1027781	751305	792539	774046	143801	23027	573721	474149	
188144,775895	971338	1013267	
188273,1010342	1076822	695898	641889	846162	771770	637025	530713	1102814	253992	10312	911247	391186	682723	970086	
188381,824862	253558	524788	853048	28844	199130	489015	
189874,330613	611376	630593	35219	919669	330616	630601	1029183	335473	
190093,23890	584241	272504	300740	212415	
190347,778596	667284	24146	105948	196214	160552	869503	298332	749942	186284	653183	501979	
190513,659225	
190647,954965	820392	877932	
190852,763632	926489	
190978,96394	939826	812338	654538	196855	1042648	1113088	555268	449029	283949	640492	18	668036	273293	142709	497065	49	802921	600058	283948	263414	231457	871066	548073	561354	149199	
191355,281750	297794	499081	1066023	260104	501660	1097813	590232	218294	615311	
191406,1051666	880010	223992	896221	847878	337015	608436	952876	922089	1101434	235264	
191458,733359	
191681,906945	
191765,814293	242911	25609	198611	884150	543622	262745	626342	198578	14397	298821	1091035	498627	641699	498612	543207	283683	372747	365727	798970	115025	470081	843148	798755	668709	606974	872893	180239	6469	896236	498654	242910	562446	1043592	773088	
192095,746531	286610	274631	
192128,403274	
192202,585774	919914	792582	514585	486257	1060532	681811	1034562	75409	1105330	751614	28211	212470	954130	
192428,134528	263412	861664	577407	889499	512682	880231	233756	
192461,1038978	149393	1088803	460224	246599	764755	
192462,44023	81972	1027953	273807	17055	898320	1047686	850336	308526	506978	566441	898318	586104	792725	639719	919914	254690	750812	664092	37136	184704	799945	176605	41231	553166	876262	158623	484986	1062631	189855	860394	332752	170438	560618	796032	746415	640962	860385	
192841,489001	
193005,1008162	878393	496169	
193110,512014	300047	917483	486875	528907	494923	381969	292077	1082387	919482	
193216,336403	710382	554100	71687	147501	926541	561228	1035736	502743	336384	
193566,599509	495239	470454	847520	329922	1116018	624151	
